transaction_id,customer_id,vendor_id,transaction_date,amount,payment_method
TXN_116,,201,2026-09-01,15000.0,Bank Transfer
TXN_117,103.0,202,Invalid_Date,15000.0,Bank Transfer
TXN_118,999.0,203,2026-09-01,120.5,Credit Card
TXN_119,101.0,202,2026-09-01,,PayPal
TXN_120,101.0,203,Invalid_Date,15000.0,PayPal
TXN_121,103.0,202,,-50.0,Credit Card
TXN_122,999.0,202,2026-09-02,450.0,
TXN_123,103.0,203,2026-09-01,15000.0,Bank Transfer
TXN_124,,204,Invalid_Date,450.0,Bank Transfer
TXN_125,102.0,201,2026-09-01,120.5,Credit Card
TXN_126,104.0,202,2026-09-01,120.5,PayPal
TXN_127,103.0,203,,-50.0,Credit Card
TXN_128,,201,2026-09-01,-50.0,PayPal
TXN_129,101.0,202,2026-09-01,-50.0,PayPal
TXN_130,101.0,201,,,Bank Transfer
TXN_131,104.0,204,2026-09-01,-50.0,Bank Transfer
TXN_132,,204,2026-09-01,,PayPal
TXN_133,101.0,204,Invalid_Date,120.5,
TXN_134,105.0,204,,120.5,
TXN_135,102.0,202,2026-09-02,15000.0,PayPal
TXN_136,104.0,203,,450.0,Bank Transfer
TXN_137,,203,2026-09-01,120.5,
TXN_138,103.0,202,Invalid_Date,-50.0,Credit Card
TXN_139,999.0,204,Invalid_Date,450.0,
TXN_140,102.0,201,Invalid_Date,120.5,PayPal
TXN_141,101.0,201,,15000.0,
TXN_142,,203,Invalid_Date,120.5,Credit Card
TXN_143,102.0,202,Invalid_Date,120.5,PayPal
TXN_144,101.0,204,,120.5,Bank Transfer
TXN_145,105.0,202,,,Bank Transfer
TXN_146,999.0,204,Invalid_Date,,Bank Transfer
TXN_147,104.0,203,Invalid_Date,450.0,PayPal
TXN_148,105.0,203,Invalid_Date,120.5,Bank Transfer
TXN_149,999.0,201,2026-09-01,120.5,Credit Card
TXN_150,105.0,204,Invalid_Date,120.5,Credit Card
TXN_151,102.0,204,Invalid_Date,120.5,
TXN_152,104.0,204,,15000.0,Credit Card
TXN_153,,202,2026-09-01,450.0,Credit Card
TXN_154,,204,,,PayPal
TXN_155,101.0,203,2026-09-01,120.5,
TXN_156,105.0,204,2026-09-01,450.0,Bank Transfer
TXN_157,,201,,15000.0,
TXN_158,101.0,204,,450.0,PayPal
TXN_159,999.0,203,2026-09-01,120.5,PayPal
TXN_160,101.0,201,2026-09-02,,
TXN_161,104.0,203,,450.0,PayPal
TXN_162,104.0,203,,-50.0,
TXN_163,,201,Invalid_Date,15000.0,
TXN_164,999.0,203,,,PayPal
TXN_165,103.0,203,2026-09-01,450.0,PayPal
TXN_166,101.0,203,2026-09-02,450.0,PayPal
TXN_167,105.0,202,,120.5,PayPal
TXN_168,102.0,204,2026-09-01,15000.0,PayPal
TXN_169,105.0,203,2026-09-01,450.0,Bank Transfer
TXN_170,102.0,203,2026-09-01,450.0,Bank Transfer
TXN_171,103.0,201,Invalid_Date,,Bank Transfer
TXN_172,999.0,201,2026-09-01,15000.0,
TXN_173,103.0,204,,15000.0,
TXN_174,104.0,203,,120.5,Credit Card
TXN_175,105.0,201,Invalid_Date,,Bank Transfer
TXN_176,105.0,201,2026-09-02,15000.0,Bank Transfer
TXN_177,102.0,201,2026-09-02,450.0,Credit Card
TXN_178,104.0,203,,15000.0,Bank Transfer
TXN_179,101.0,203,2026-09-01,,PayPal
TXN_180,102.0,202,2026-09-02,450.0,PayPal
TXN_181,105.0,203,2026-09-02,,
TXN_182,,204,Invalid_Date,120.5,Credit Card
TXN_183,104.0,204,Invalid_Date,15000.0,PayPal
TXN_184,105.0,204,2026-09-02,-50.0,Credit Card
TXN_185,103.0,204,2026-09-02,120.5,
TXN_186,105.0,204,Invalid_Date,15000.0,PayPal
TXN_187,102.0,201,Invalid_Date,450.0,Credit Card
TXN_188,,203,2026-09-01,,Bank Transfer
TXN_189,103.0,204,Invalid_Date,15000.0,Bank Transfer
TXN_190,104.0,204,Invalid_Date,-50.0,Credit Card
TXN_191,104.0,203,,-50.0,Credit Card
TXN_192,105.0,203,Invalid_Date,,Bank Transfer
TXN_193,,202,2026-09-02,120.5,Bank Transfer
TXN_194,102.0,204,,,Bank Transfer
TXN_195,104.0,204,Invalid_Date,450.0,Credit Card
TXN_196,104.0,204,,15000.0,Credit Card
TXN_197,102.0,204,2026-09-02,450.0,Bank Transfer
TXN_198,104.0,201,2026-09-02,-50.0,
TXN_199,104.0,204,2026-09-02,,PayPal
TXN_200,,201,,,Bank Transfer
TXN_201,104.0,202,Invalid_Date,450.0,PayPal
TXN_202,103.0,201,,-50.0,PayPal
TXN_203,999.0,201,2026-09-01,120.5,Credit Card
TXN_204,102.0,204,,,Bank Transfer
TXN_205,102.0,203,2026-09-01,120.5,PayPal
TXN_206,102.0,204,2026-09-02,-50.0,PayPal
TXN_207,105.0,201,2026-09-02,-50.0,Bank Transfer
TXN_208,,202,Invalid_Date,,Credit Card
TXN_209,101.0,204,2026-09-02,-50.0,PayPal
TXN_210,103.0,204,,120.5,Bank Transfer
TXN_211,103.0,202,2026-09-01,15000.0,
TXN_212,103.0,201,,-50.0,
TXN_213,105.0,204,,450.0,PayPal
TXN_214,,202,2026-09-01,450.0,Credit Card
TXN_215,102.0,201,,120.5,PayPal
TXN_216,105.0,204,2026-09-01,15000.0,Credit Card
TXN_217,104.0,202,,15000.0,Credit Card
TXN_218,,204,2026-09-01,,Bank Transfer
TXN_219,999.0,203,2026-09-02,15000.0,PayPal
TXN_220,,202,2026-09-01,15000.0,
TXN_221,104.0,202,Invalid_Date,450.0,PayPal
TXN_222,103.0,204,2026-09-02,450.0,
TXN_223,102.0,202,2026-09-01,,Bank Transfer
TXN_224,104.0,204,Invalid_Date,-50.0,Credit Card
TXN_225,104.0,204,,,PayPal
TXN_226,999.0,201,,450.0,PayPal
TXN_227,102.0,201,2026-09-01,120.5,
TXN_228,103.0,204,Invalid_Date,450.0,Bank Transfer
TXN_229,104.0,203,Invalid_Date,-50.0,Bank Transfer
TXN_230,101.0,201,2026-09-02,120.5,Credit Card
TXN_231,105.0,201,2026-09-01,,
TXN_232,104.0,202,Invalid_Date,-50.0,Credit Card
TXN_233,102.0,201,2026-09-02,15000.0,Bank Transfer
TXN_234,101.0,201,,,PayPal
TXN_235,102.0,202,2026-09-01,-50.0,Credit Card
TXN_236,105.0,202,Invalid_Date,15000.0,Credit Card
TXN_237,104.0,202,,450.0,
TXN_238,104.0,202,2026-09-02,,PayPal
TXN_239,104.0,201,2026-09-02,15000.0,Bank Transfer
TXN_240,999.0,203,Invalid_Date,,
TXN_241,102.0,202,Invalid_Date,120.5,PayPal
TXN_242,999.0,203,2026-09-02,450.0,
TXN_243,103.0,204,2026-09-02,450.0,Bank Transfer
TXN_244,999.0,202,Invalid_Date,15000.0,Credit Card
TXN_245,999.0,202,2026-09-02,15000.0,Credit Card
TXN_246,105.0,204,Invalid_Date,450.0,
TXN_247,105.0,202,2026-09-02,120.5,PayPal
TXN_248,105.0,202,2026-09-02,15000.0,Bank Transfer
TXN_249,104.0,202,2026-09-01,120.5,Bank Transfer
TXN_250,,202,Invalid_Date,120.5,
TXN_251,105.0,201,2026-09-01,120.5,Credit Card
TXN_252,102.0,204,2026-09-01,15000.0,Bank Transfer
TXN_253,104.0,202,Invalid_Date,,PayPal
TXN_254,101.0,202,,450.0,Bank Transfer
TXN_255,103.0,202,2026-09-01,120.5,PayPal
TXN_256,102.0,204,2026-09-02,-50.0,
TXN_257,105.0,204,,,Credit Card
TXN_258,105.0,203,2026-09-01,-50.0,PayPal
TXN_259,105.0,201,2026-09-02,15000.0,Bank Transfer
TXN_260,105.0,204,2026-09-02,450.0,Bank Transfer
TXN_261,103.0,201,,15000.0,
TXN_262,103.0,202,2026-09-02,120.5,PayPal
TXN_263,,203,2026-09-02,,Credit Card
TXN_264,101.0,202,2026-09-01,450.0,Credit Card
TXN_265,105.0,201,2026-09-01,120.5,Bank Transfer
TXN_266,104.0,201,,120.5,Credit Card
TXN_267,104.0,204,,120.5,PayPal
TXN_268,,204,2026-09-01,120.5,PayPal
TXN_269,103.0,204,2026-09-01,,Credit Card
TXN_270,101.0,202,,450.0,Bank Transfer
TXN_271,105.0,203,2026-09-01,,Credit Card
TXN_272,102.0,202,2026-09-02,15000.0,Bank Transfer
TXN_273,102.0,204,,-50.0,
TXN_274,999.0,203,,,PayPal
TXN_275,101.0,204,,-50.0,Bank Transfer
TXN_276,105.0,204,,15000.0,Bank Transfer
TXN_277,102.0,201,2026-09-01,450.0,
TXN_278,105.0,202,2026-09-02,15000.0,
TXN_279,102.0,204,,450.0,Bank Transfer
TXN_280,,203,,120.5,Bank Transfer
TXN_281,,201,2026-09-02,-50.0,PayPal
TXN_282,999.0,201,2026-09-01,15000.0,Bank Transfer
TXN_283,,201,2026-09-02,,PayPal
TXN_284,104.0,201,Invalid_Date,15000.0,
TXN_285,104.0,204,2026-09-01,450.0,Bank Transfer
TXN_286,102.0,201,,15000.0,
TXN_287,103.0,203,Invalid_Date,,Bank Transfer
TXN_288,999.0,203,2026-09-02,15000.0,Bank Transfer
TXN_289,999.0,201,2026-09-01,15000.0,Bank Transfer
TXN_290,103.0,201,2026-09-02,120.5,PayPal
TXN_291,,203,Invalid_Date,-50.0,
TXN_292,,201,,-50.0,Credit Card
TXN_293,101.0,201,2026-09-02,450.0,PayPal
TXN_294,105.0,203,,450.0,Credit Card
TXN_295,104.0,203,2026-09-01,,Bank Transfer
TXN_296,105.0,202,2026-09-01,-50.0,Credit Card
TXN_297,103.0,204,2026-09-02,15000.0,Bank Transfer
TXN_298,104.0,201,Invalid_Date,,Credit Card
TXN_299,,204,,,Bank Transfer
TXN_300,102.0,202,,450.0,Credit Card
TXN_301,102.0,203,,120.5,
TXN_302,101.0,203,Invalid_Date,15000.0,
TXN_303,102.0,202,2026-09-02,450.0,Credit Card
TXN_304,103.0,204,2026-09-01,-50.0,PayPal
TXN_305,104.0,203,2026-09-02,15000.0,Bank Transfer
TXN_306,103.0,204,,120.5,
TXN_307,999.0,202,2026-09-02,120.5,
TXN_308,105.0,203,2026-09-01,,PayPal
TXN_309,103.0,201,2026-09-02,-50.0,PayPal
TXN_310,102.0,202,2026-09-01,450.0,
TXN_311,999.0,202,2026-09-01,,Credit Card
TXN_312,103.0,202,2026-09-01,,Bank Transfer
TXN_313,,203,2026-09-01,15000.0,
TXN_314,105.0,203,2026-09-02,15000.0,PayPal
TXN_315,105.0,204,,15000.0,Bank Transfer
TXN_316,104.0,202,,-50.0,Credit Card
TXN_317,101.0,202,Invalid_Date,15000.0,Credit Card
TXN_318,103.0,202,Invalid_Date,-50.0,Credit Card
TXN_319,105.0,204,,-50.0,Credit Card
TXN_320,104.0,203,Invalid_Date,120.5,PayPal
TXN_321,999.0,203,2026-09-01,15000.0,Credit Card
TXN_322,,203,,-50.0,Credit Card
TXN_323,999.0,203,2026-09-01,450.0,PayPal
TXN_324,999.0,202,,,
TXN_325,101.0,204,2026-09-02,-50.0,Credit Card
TXN_326,999.0,201,,15000.0,Bank Transfer
TXN_327,102.0,203,,120.5,Bank Transfer
TXN_328,103.0,204,2026-09-01,15000.0,Credit Card
TXN_329,103.0,204,Invalid_Date,450.0,Credit Card
TXN_330,999.0,201,2026-09-02,-50.0,Bank Transfer
TXN_331,105.0,202,Invalid_Date,120.5,Bank Transfer
TXN_332,999.0,202,Invalid_Date,450.0,Credit Card
TXN_333,103.0,202,2026-09-02,-50.0,Credit Card
TXN_334,101.0,202,2026-09-02,15000.0,Credit Card
TXN_335,104.0,203,,450.0,Bank Transfer
TXN_336,101.0,201,2026-09-01,,PayPal
TXN_337,104.0,204,,15000.0,Credit Card
TXN_338,999.0,203,,15000.0,Bank Transfer
TXN_339,102.0,204,2026-09-02,-50.0,Bank Transfer
TXN_340,104.0,204,,,PayPal
TXN_341,102.0,204,Invalid_Date,,
TXN_342,999.0,202,,-50.0,PayPal
TXN_343,101.0,201,2026-09-01,120.5,Credit Card
TXN_344,101.0,204,Invalid_Date,,PayPal
TXN_345,104.0,201,Invalid_Date,,Bank Transfer
TXN_346,103.0,201,2026-09-01,-50.0,
TXN_347,101.0,203,2026-09-01,-50.0,Bank Transfer
TXN_348,101.0,204,2026-09-02,120.5,
TXN_349,104.0,203,,450.0,PayPal
TXN_350,104.0,201,2026-09-01,450.0,Bank Transfer
TXN_351,103.0,202,Invalid_Date,-50.0,PayPal
TXN_352,,204,2026-09-02,15000.0,Credit Card
TXN_353,999.0,201,2026-09-02,,Bank Transfer
TXN_354,105.0,203,Invalid_Date,450.0,Bank Transfer
TXN_355,,203,2026-09-02,-50.0,Bank Transfer
TXN_356,999.0,204,2026-09-01,,PayPal
TXN_357,101.0,203,,120.5,Credit Card
TXN_358,102.0,203,Invalid_Date,-50.0,
TXN_359,104.0,201,Invalid_Date,,PayPal
TXN_360,101.0,204,Invalid_Date,15000.0,Bank Transfer
TXN_361,101.0,202,,450.0,
TXN_362,999.0,202,2026-09-02,450.0,Bank Transfer
TXN_363,999.0,204,2026-09-02,15000.0,Credit Card
TXN_364,101.0,204,2026-09-01,,Bank Transfer
TXN_365,101.0,201,,,
TXN_366,102.0,203,Invalid_Date,15000.0,Bank Transfer
TXN_367,101.0,202,2026-09-02,120.5,Credit Card
TXN_368,102.0,204,2026-09-01,120.5,Credit Card
TXN_369,101.0,202,,120.5,Credit Card
TXN_370,999.0,202,,15000.0,
TXN_371,104.0,202,,450.0,Credit Card
TXN_372,101.0,202,,15000.0,Bank Transfer
TXN_373,102.0,201,,15000.0,Bank Transfer
TXN_374,,203,Invalid_Date,120.5,Bank Transfer
TXN_375,104.0,202,Invalid_Date,-50.0,Bank Transfer
TXN_376,999.0,204,2026-09-02,120.5,Bank Transfer
TXN_377,,203,Invalid_Date,120.5,Credit Card
TXN_378,103.0,201,Invalid_Date,15000.0,Bank Transfer
TXN_379,,201,,-50.0,PayPal
TXN_380,105.0,202,2026-09-02,,PayPal
TXN_381,102.0,204,2026-09-01,-50.0,PayPal
TXN_382,105.0,204,2026-09-01,120.5,Credit Card
TXN_383,105.0,204,2026-09-02,450.0,PayPal
TXN_384,105.0,202,Invalid_Date,15000.0,Bank Transfer
TXN_385,999.0,204,,,Credit Card
TXN_386,104.0,202,2026-09-01,120.5,Credit Card
TXN_387,999.0,201,Invalid_Date,-50.0,
TXN_388,103.0,204,,450.0,PayPal
TXN_389,101.0,202,,120.5,Credit Card
TXN_390,999.0,204,,120.5,PayPal
TXN_391,999.0,202,2026-09-02,15000.0,PayPal
TXN_392,999.0,201,2026-09-02,120.5,Bank Transfer
TXN_393,,204,2026-09-02,,Bank Transfer
TXN_394,102.0,204,Invalid_Date,120.5,Credit Card
TXN_395,104.0,201,2026-09-01,15000.0,Bank Transfer
TXN_396,102.0,202,Invalid_Date,-50.0,Credit Card
TXN_397,,201,Invalid_Date,15000.0,
TXN_398,103.0,201,2026-09-02,120.5,PayPal
TXN_399,101.0,203,2026-09-02,-50.0,Bank Transfer
TXN_400,102.0,204,2026-09-02,450.0,Credit Card
TXN_401,104.0,204,,,Credit Card
TXN_402,,202,2026-09-01,,Credit Card
TXN_403,101.0,204,2026-09-01,-50.0,
TXN_404,103.0,202,2026-09-02,450.0,Bank Transfer
TXN_405,102.0,204,2026-09-02,450.0,Bank Transfer
TXN_406,102.0,204,2026-09-01,120.5,Bank Transfer
TXN_407,102.0,201,2026-09-02,-50.0,PayPal
TXN_408,103.0,202,Invalid_Date,,Bank Transfer
TXN_409,102.0,202,Invalid_Date,,Bank Transfer
TXN_410,101.0,201,Invalid_Date,450.0,
TXN_411,102.0,202,2026-09-02,,PayPal
TXN_412,102.0,201,,15000.0,Credit Card
TXN_413,104.0,204,2026-09-01,15000.0,Credit Card
TXN_414,105.0,202,,120.5,Bank Transfer
TXN_415,104.0,204,2026-09-02,450.0,Bank Transfer
TXN_416,,201,2026-09-01,-50.0,PayPal
TXN_417,104.0,202,,120.5,Credit Card
TXN_418,999.0,204,2026-09-01,450.0,
TXN_419,104.0,202,2026-09-02,15000.0,
TXN_420,103.0,203,2026-09-01,15000.0,Bank Transfer
TXN_421,101.0,202,,15000.0,PayPal
TXN_422,105.0,202,Invalid_Date,-50.0,
TXN_423,101.0,203,2026-09-01,450.0,Bank Transfer
TXN_424,999.0,201,,15000.0,Credit Card
TXN_425,999.0,204,,120.5,PayPal
TXN_426,103.0,204,Invalid_Date,120.5,Credit Card
TXN_427,102.0,204,Invalid_Date,,Credit Card
TXN_428,999.0,202,2026-09-01,15000.0,Bank Transfer
TXN_429,102.0,201,2026-09-01,-50.0,PayPal
TXN_430,,203,Invalid_Date,15000.0,
TXN_431,104.0,204,2026-09-02,120.5,PayPal
TXN_432,102.0,201,,450.0,Bank Transfer
TXN_433,,201,2026-09-02,120.5,Credit Card
TXN_434,101.0,201,2026-09-01,-50.0,Credit Card
TXN_435,999.0,203,2026-09-01,120.5,PayPal
TXN_436,105.0,204,2026-09-02,-50.0,
TXN_437,103.0,202,2026-09-02,15000.0,
TXN_438,101.0,202,Invalid_Date,450.0,Credit Card
TXN_439,103.0,201,2026-09-02,,Bank Transfer
TXN_440,102.0,203,2026-09-01,450.0,Credit Card
TXN_441,101.0,204,2026-09-02,15000.0,Bank Transfer
TXN_442,,201,2026-09-01,120.5,Credit Card
TXN_443,104.0,202,2026-09-01,15000.0,Credit Card
TXN_444,105.0,202,2026-09-01,450.0,
TXN_445,104.0,202,,120.5,PayPal
TXN_446,101.0,202,2026-09-02,120.5,PayPal
TXN_447,103.0,201,2026-09-02,-50.0,
TXN_448,103.0,201,2026-09-01,-50.0,Bank Transfer
TXN_449,105.0,204,2026-09-02,450.0,Credit Card
TXN_450,102.0,202,2026-09-02,,Credit Card
TXN_451,102.0,203,2026-09-02,-50.0,
TXN_452,105.0,203,,120.5,Credit Card
TXN_453,999.0,202,Invalid_Date,,
TXN_454,,203,2026-09-01,120.5,Credit Card
TXN_455,104.0,203,,-50.0,PayPal
TXN_456,105.0,203,,15000.0,Credit Card
TXN_457,104.0,201,2026-09-01,15000.0,
TXN_458,104.0,202,2026-09-01,120.5,Bank Transfer
TXN_459,103.0,202,2026-09-01,,
TXN_460,104.0,204,2026-09-01,,Credit Card
TXN_461,103.0,201,Invalid_Date,15000.0,PayPal
TXN_462,,204,,-50.0,
TXN_463,999.0,201,,-50.0,
TXN_464,105.0,201,2026-09-02,15000.0,Credit Card
TXN_465,,203,Invalid_Date,15000.0,PayPal
TXN_466,105.0,204,Invalid_Date,450.0,
TXN_467,102.0,204,Invalid_Date,-50.0,PayPal
TXN_468,999.0,203,Invalid_Date,120.5,Bank Transfer
TXN_469,102.0,204,Invalid_Date,15000.0,Credit Card
TXN_470,999.0,202,2026-09-02,15000.0,Credit Card
TXN_471,105.0,204,2026-09-01,120.5,PayPal
TXN_472,101.0,202,,-50.0,Bank Transfer
TXN_473,101.0,203,2026-09-01,-50.0,Credit Card
TXN_474,102.0,202,2026-09-02,,Bank Transfer
TXN_475,105.0,201,2026-09-01,120.5,Bank Transfer
TXN_476,999.0,204,Invalid_Date,120.5,Credit Card
TXN_477,999.0,202,Invalid_Date,-50.0,PayPal
TXN_478,105.0,202,,120.5,PayPal
TXN_479,102.0,202,2026-09-01,,Credit Card
TXN_480,101.0,202,,120.5,PayPal
TXN_481,,203,Invalid_Date,15000.0,Bank Transfer
TXN_482,999.0,203,2026-09-02,450.0,PayPal
TXN_483,102.0,202,2026-09-02,,
TXN_484,101.0,202,2026-09-01,-50.0,Bank Transfer
TXN_485,102.0,204,2026-09-01,120.5,
TXN_486,,201,Invalid_Date,450.0,
TXN_487,999.0,204,2026-09-01,120.5,Credit Card
TXN_488,104.0,204,2026-09-02,120.5,
TXN_489,102.0,202,Invalid_Date,120.5,
TXN_490,103.0,202,Invalid_Date,120.5,PayPal
TXN_491,105.0,203,Invalid_Date,,PayPal
TXN_492,999.0,202,Invalid_Date,-50.0,Credit Card
TXN_493,104.0,202,Invalid_Date,450.0,
TXN_494,102.0,203,Invalid_Date,15000.0,Credit Card
TXN_495,103.0,201,,450.0,Credit Card
TXN_496,102.0,204,2026-09-02,,Credit Card
TXN_497,103.0,203,2026-09-02,,Bank Transfer
TXN_498,105.0,202,Invalid_Date,450.0,PayPal
TXN_499,103.0,203,,-50.0,PayPal
TXN_500,103.0,201,Invalid_Date,15000.0,Bank Transfer
TXN_501,103.0,204,2026-09-02,120.5,Credit Card
TXN_502,104.0,203,Invalid_Date,450.0,PayPal
TXN_503,104.0,201,Invalid_Date,120.5,Credit Card
TXN_504,,201,Invalid_Date,,PayPal
TXN_505,105.0,203,Invalid_Date,,Credit Card
TXN_506,105.0,204,Invalid_Date,,
TXN_507,,203,2026-09-02,450.0,Bank Transfer
TXN_508,102.0,203,Invalid_Date,450.0,
TXN_509,101.0,203,Invalid_Date,15000.0,Bank Transfer
TXN_510,999.0,203,,450.0,
TXN_511,105.0,201,2026-09-02,15000.0,
TXN_512,105.0,203,Invalid_Date,15000.0,
TXN_513,,204,2026-09-02,-50.0,PayPal
TXN_514,104.0,204,2026-09-01,450.0,Bank Transfer
TXN_515,102.0,204,2026-09-01,15000.0,
TXN_516,105.0,202,2026-09-01,120.5,PayPal
TXN_517,,203,2026-09-02,450.0,Bank Transfer
TXN_518,101.0,203,2026-09-02,120.5,PayPal
TXN_519,103.0,201,Invalid_Date,450.0,Bank Transfer
TXN_520,105.0,202,2026-09-01,-50.0,
TXN_521,,201,,-50.0,Bank Transfer
TXN_522,102.0,201,Invalid_Date,450.0,Credit Card
TXN_523,103.0,202,2026-09-01,120.5,
TXN_524,103.0,203,Invalid_Date,,Credit Card
