transaction_id,customer_id,vendor_id,transaction_date,amount,payment_method,is_flagged_anomaly,anomaly_score
TXN_180,102.0,202,2026-09-02,450.0,PayPal,0,0.028358257160783773
TXN_185,103.0,204,2026-09-02,120.5,Unknown,0,0.04000547807747634
TXN_197,102.0,204,2026-09-02,450.0,Bank Transfer,0,0.028358257160783773
TXN_203,999.0,201,2026-09-01,120.5,Credit Card,0,0.04000547807747634
TXN_205,102.0,203,2026-09-01,120.5,PayPal,0,0.04000547807747634
TXN_211,103.0,202,2026-09-01,15000.0,Unknown,0,0.0
TXN_216,105.0,204,2026-09-01,15000.0,Credit Card,0,0.0
TXN_219,999.0,203,2026-09-02,15000.0,PayPal,0,0.0
TXN_222,103.0,204,2026-09-02,450.0,Unknown,0,0.028358257160783773
TXN_227,102.0,201,2026-09-01,120.5,Unknown,0,0.04000547807747634
TXN_230,101.0,201,2026-09-02,120.5,Credit Card,0,0.04000547807747634
TXN_233,102.0,201,2026-09-02,15000.0,Bank Transfer,0,0.0
TXN_239,104.0,201,2026-09-02,15000.0,Bank Transfer,0,0.0
TXN_242,999.0,203,2026-09-02,450.0,Unknown,0,0.028358257160783773
TXN_243,103.0,204,2026-09-02,450.0,Bank Transfer,0,0.028358257160783773
TXN_245,999.0,202,2026-09-02,15000.0,Credit Card,0,0.0
TXN_247,105.0,202,2026-09-02,120.5,PayPal,0,0.04000547807747634
TXN_248,105.0,202,2026-09-02,15000.0,Bank Transfer,0,0.0
TXN_249,104.0,202,2026-09-01,120.5,Bank Transfer,0,0.04000547807747634
TXN_251,105.0,201,2026-09-01,120.5,Credit Card,0,0.04000547807747634
TXN_252,102.0,204,2026-09-01,15000.0,Bank Transfer,0,0.0
TXN_255,103.0,202,2026-09-01,120.5,PayPal,0,0.04000547807747634
TXN_259,105.0,201,2026-09-02,15000.0,Bank Transfer,0,0.0
TXN_260,105.0,204,2026-09-02,450.0,Bank Transfer,0,0.028358257160783773
TXN_262,103.0,202,2026-09-02,120.5,PayPal,0,0.04000547807747634
TXN_264,101.0,202,2026-09-01,450.0,Credit Card,0,0.028358257160783773
TXN_265,105.0,201,2026-09-01,120.5,Bank Transfer,0,0.04000547807747634
TXN_272,102.0,202,2026-09-02,15000.0,Bank Transfer,0,0.0
TXN_277,102.0,201,2026-09-01,450.0,Unknown,0,0.028358257160783773
TXN_278,105.0,202,2026-09-02,15000.0,Unknown,0,0.0
TXN_282,999.0,201,2026-09-01,15000.0,Bank Transfer,0,0.0
TXN_285,104.0,204,2026-09-01,450.0,Bank Transfer,0,0.028358257160783773
TXN_288,999.0,203,2026-09-02,15000.0,Bank Transfer,0,0.0
TXN_289,999.0,201,2026-09-01,15000.0,Bank Transfer,0,0.0
TXN_290,103.0,201,2026-09-02,120.5,PayPal,0,0.04000547807747634
TXN_293,101.0,201,2026-09-02,450.0,PayPal,0,0.028358257160783773
TXN_297,103.0,204,2026-09-02,15000.0,Bank Transfer,0,0.0
TXN_303,102.0,202,2026-09-02,450.0,Credit Card,0,0.028358257160783773
TXN_305,104.0,203,2026-09-02,15000.0,Bank Transfer,0,0.0
TXN_307,999.0,202,2026-09-02,120.5,Unknown,0,0.04000547807747634
TXN_310,102.0,202,2026-09-01,450.0,Unknown,0,0.028358257160783773
TXN_314,105.0,203,2026-09-02,15000.0,PayPal,0,0.0
TXN_321,999.0,203,2026-09-01,15000.0,Credit Card,0,0.0
TXN_323,999.0,203,2026-09-01,450.0,PayPal,0,0.028358257160783773
TXN_328,103.0,204,2026-09-01,15000.0,Credit Card,0,0.0
TXN_334,101.0,202,2026-09-02,15000.0,Credit Card,0,0.0
TXN_343,101.0,201,2026-09-01,120.5,Credit Card,0,0.04000547807747634
TXN_348,101.0,204,2026-09-02,120.5,Unknown,0,0.04000547807747634
TXN_350,104.0,201,2026-09-01,450.0,Bank Transfer,0,0.028358257160783773
TXN_362,999.0,202,2026-09-02,450.0,Bank Transfer,0,0.028358257160783773
TXN_363,999.0,204,2026-09-02,15000.0,Credit Card,0,0.0
TXN_367,101.0,202,2026-09-02,120.5,Credit Card,0,0.04000547807747634
TXN_368,102.0,204,2026-09-01,120.5,Credit Card,0,0.04000547807747634
TXN_376,999.0,204,2026-09-02,120.5,Bank Transfer,0,0.04000547807747634
TXN_382,105.0,204,2026-09-01,120.5,Credit Card,0,0.04000547807747634
TXN_383,105.0,204,2026-09-02,450.0,PayPal,0,0.028358257160783773
TXN_386,104.0,202,2026-09-01,120.5,Credit Card,0,0.04000547807747634
TXN_391,999.0,202,2026-09-02,15000.0,PayPal,0,0.0
TXN_392,999.0,201,2026-09-02,120.5,Bank Transfer,0,0.04000547807747634
TXN_395,104.0,201,2026-09-01,15000.0,Bank Transfer,0,0.0
TXN_398,103.0,201,2026-09-02,120.5,PayPal,0,0.04000547807747634
TXN_400,102.0,204,2026-09-02,450.0,Credit Card,0,0.028358257160783773
TXN_404,103.0,202,2026-09-02,450.0,Bank Transfer,0,0.028358257160783773
TXN_405,102.0,204,2026-09-02,450.0,Bank Transfer,0,0.028358257160783773
TXN_406,102.0,204,2026-09-01,120.5,Bank Transfer,0,0.04000547807747634
TXN_413,104.0,204,2026-09-01,15000.0,Credit Card,0,0.0
TXN_415,104.0,204,2026-09-02,450.0,Bank Transfer,0,0.028358257160783773
TXN_418,999.0,204,2026-09-01,450.0,Unknown,0,0.028358257160783773
TXN_419,104.0,202,2026-09-02,15000.0,Unknown,0,0.0
TXN_420,103.0,203,2026-09-01,15000.0,Bank Transfer,0,0.0
TXN_423,101.0,203,2026-09-01,450.0,Bank Transfer,0,0.028358257160783773
TXN_428,999.0,202,2026-09-01,15000.0,Bank Transfer,0,0.0
TXN_431,104.0,204,2026-09-02,120.5,PayPal,0,0.04000547807747634
TXN_435,999.0,203,2026-09-01,120.5,PayPal,0,0.04000547807747634
TXN_437,103.0,202,2026-09-02,15000.0,Unknown,0,0.0
TXN_440,102.0,203,2026-09-01,450.0,Credit Card,0,0.028358257160783773
TXN_441,101.0,204,2026-09-02,15000.0,Bank Transfer,0,0.0
TXN_443,104.0,202,2026-09-01,15000.0,Credit Card,0,0.0
TXN_444,105.0,202,2026-09-01,450.0,Unknown,0,0.028358257160783773
TXN_446,101.0,202,2026-09-02,120.5,PayPal,0,0.04000547807747634
TXN_449,105.0,204,2026-09-02,450.0,Credit Card,0,0.028358257160783773
TXN_457,104.0,201,2026-09-01,15000.0,Unknown,0,0.0
TXN_458,104.0,202,2026-09-01,120.5,Bank Transfer,0,0.04000547807747634
TXN_464,105.0,201,2026-09-02,15000.0,Credit Card,0,0.0
TXN_470,999.0,202,2026-09-02,15000.0,Credit Card,0,0.0
TXN_471,105.0,204,2026-09-01,120.5,PayPal,0,0.04000547807747634
TXN_475,105.0,201,2026-09-01,120.5,Bank Transfer,0,0.04000547807747634
TXN_482,999.0,203,2026-09-02,450.0,PayPal,0,0.028358257160783773
TXN_485,102.0,204,2026-09-01,120.5,Unknown,0,0.04000547807747634
TXN_487,999.0,204,2026-09-01,120.5,Credit Card,0,0.04000547807747634
TXN_488,104.0,204,2026-09-02,120.5,Unknown,0,0.04000547807747634
TXN_501,103.0,204,2026-09-02,120.5,Credit Card,0,0.04000547807747634
TXN_511,105.0,201,2026-09-02,15000.0,Unknown,0,0.0
TXN_514,104.0,204,2026-09-01,450.0,Bank Transfer,0,0.028358257160783773
TXN_515,102.0,204,2026-09-01,15000.0,Unknown,0,0.0
TXN_516,105.0,202,2026-09-01,120.5,PayPal,0,0.04000547807747634
TXN_518,101.0,203,2026-09-02,120.5,PayPal,0,0.04000547807747634
TXN_523,103.0,202,2026-09-01,120.5,Unknown,0,0.04000547807747634
TXN_525,101.0,202,2026-09-01,450.0,PayPal,0,0.028358257160783773
TXN_526,999.0,203,2026-09-01,15000.0,Unknown,0,0.0
TXN_527,105.0,201,2026-09-01,15000.0,PayPal,0,0.0
TXN_529,101.0,204,2026-09-01,450.0,Credit Card,0,0.028358257160783773
TXN_533,105.0,201,2026-09-01,450.0,Credit Card,0,0.028358257160783773
TXN_537,105.0,204,2026-09-01,15000.0,PayPal,0,0.0
TXN_538,999.0,201,2026-09-02,450.0,PayPal,0,0.028358257160783773
TXN_544,101.0,201,2026-09-01,120.5,PayPal,0,0.04000547807747634
TXN_548,101.0,203,2026-09-02,120.5,Bank Transfer,0,0.04000547807747634
TXN_550,101.0,204,2026-09-02,120.5,Bank Transfer,0,0.04000547807747634
TXN_554,103.0,202,2026-09-01,450.0,Credit Card,0,0.028358257160783773
TXN_555,103.0,204,2026-09-01,450.0,Bank Transfer,0,0.028358257160783773
TXN_558,104.0,203,2026-09-01,450.0,Credit Card,0,0.028358257160783773
TXN_562,103.0,203,2026-09-01,120.5,PayPal,0,0.04000547807747634
TXN_565,105.0,204,2026-09-01,450.0,Unknown,0,0.028358257160783773
TXN_572,104.0,203,2026-09-02,15000.0,Credit Card,0,0.0
TXN_577,103.0,204,2026-09-01,15000.0,PayPal,0,0.0
TXN_580,999.0,201,2026-09-01,15000.0,Bank Transfer,0,0.0
TXN_583,105.0,202,2026-09-02,15000.0,Credit Card,0,0.0
TXN_585,103.0,201,2026-09-02,120.5,Bank Transfer,0,0.04000547807747634
TXN_596,104.0,201,2026-09-02,120.5,PayPal,0,0.04000547807747634
TXN_599,104.0,202,2026-09-01,120.5,Unknown,0,0.04000547807747634
TXN_606,103.0,204,2026-09-02,450.0,PayPal,0,0.028358257160783773
TXN_611,101.0,202,2026-09-02,120.5,Unknown,0,0.04000547807747634
TXN_612,101.0,203,2026-09-01,120.5,Unknown,0,0.04000547807747634
TXN_614,102.0,204,2026-09-02,120.5,Unknown,0,0.04000547807747634
TXN_616,101.0,204,2026-09-02,120.5,Unknown,0,0.04000547807747634
TXN_617,105.0,203,2026-09-01,120.5,PayPal,0,0.04000547807747634
TXN_618,102.0,201,2026-09-02,120.5,Bank Transfer,0,0.04000547807747634
TXN_625,101.0,203,2026-09-02,450.0,Unknown,0,0.028358257160783773
TXN_626,101.0,203,2026-09-02,120.5,Credit Card,0,0.04000547807747634
TXN_633,999.0,201,2026-09-01,120.5,Bank Transfer,0,0.04000547807747634
TXN_634,101.0,204,2026-09-02,450.0,Credit Card,0,0.028358257160783773
TXN_639,104.0,201,2026-09-01,450.0,Credit Card,0,0.028358257160783773
TXN_648,999.0,204,2026-09-02,120.5,Credit Card,0,0.04000547807747634
TXN_650,104.0,202,2026-09-01,120.5,Unknown,0,0.04000547807747634
TXN_655,105.0,202,2026-09-01,120.5,Unknown,0,0.04000547807747634
TXN_674,103.0,203,2026-09-01,450.0,Unknown,0,0.028358257160783773
TXN_676,102.0,201,2026-09-01,450.0,Unknown,0,0.028358257160783773
TXN_678,105.0,203,2026-09-02,15000.0,Credit Card,0,0.0
TXN_679,103.0,202,2026-09-01,15000.0,Credit Card,0,0.0
TXN_685,102.0,204,2026-09-01,15000.0,Credit Card,0,0.0
TXN_688,102.0,204,2026-09-01,450.0,Bank Transfer,0,0.028358257160783773
TXN_689,105.0,204,2026-09-02,120.5,Bank Transfer,0,0.04000547807747634
TXN_691,105.0,203,2026-09-02,15000.0,PayPal,0,0.0
TXN_692,999.0,201,2026-09-02,15000.0,Credit Card,0,0.0
TXN_693,104.0,202,2026-09-02,120.5,PayPal,0,0.04000547807747634
TXN_694,103.0,203,2026-09-01,15000.0,Bank Transfer,0,0.0
TXN_695,104.0,204,2026-09-02,15000.0,Credit Card,0,0.0
TXN_696,104.0,201,2026-09-01,450.0,PayPal,0,0.028358257160783773
TXN_718,105.0,202,2026-09-02,120.5,Bank Transfer,0,0.04000547807747634
TXN_720,103.0,204,2026-09-02,120.5,Bank Transfer,0,0.04000547807747634
TXN_722,104.0,202,2026-09-02,450.0,PayPal,0,0.028358257160783773
TXN_728,104.0,203,2026-09-02,120.5,Unknown,0,0.04000547807747634
TXN_730,105.0,202,2026-09-01,120.5,PayPal,0,0.04000547807747634
TXN_740,101.0,204,2026-09-02,120.5,Bank Transfer,0,0.04000547807747634
TXN_743,999.0,203,2026-09-01,120.5,Credit Card,0,0.04000547807747634
TXN_746,101.0,201,2026-09-02,15000.0,Bank Transfer,0,0.0
TXN_750,102.0,203,2026-09-02,15000.0,PayPal,0,0.0
TXN_759,105.0,204,2026-09-02,120.5,Bank Transfer,0,0.04000547807747634
TXN_767,102.0,204,2026-09-02,120.5,PayPal,0,0.04000547807747634
TXN_770,102.0,204,2026-09-01,120.5,PayPal,0,0.04000547807747634
TXN_771,104.0,201,2026-09-01,450.0,Unknown,0,0.028358257160783773
TXN_772,101.0,201,2026-09-01,450.0,Credit Card,0,0.028358257160783773
TXN_773,999.0,204,2026-09-01,120.5,PayPal,0,0.04000547807747634
TXN_775,104.0,202,2026-09-01,15000.0,Credit Card,0,0.0
TXN_788,101.0,202,2026-09-02,450.0,PayPal,0,0.028358257160783773
TXN_790,105.0,203,2026-09-02,450.0,PayPal,0,0.028358257160783773
TXN_796,999.0,201,2026-09-01,15000.0,Bank Transfer,0,0.0
TXN_797,999.0,201,2026-09-01,15000.0,PayPal,0,0.0
TXN_798,101.0,201,2026-09-01,120.5,Credit Card,0,0.04000547807747634
TXN_800,105.0,204,2026-09-02,450.0,Credit Card,0,0.028358257160783773
TXN_801,104.0,203,2026-09-02,120.5,PayPal,0,0.04000547807747634
TXN_802,105.0,203,2026-09-02,15000.0,Credit Card,0,0.0
TXN_808,102.0,201,2026-09-01,15000.0,Credit Card,0,0.0
TXN_819,103.0,201,2026-09-01,120.5,Unknown,0,0.04000547807747634
TXN_820,101.0,201,2026-09-01,450.0,Bank Transfer,0,0.028358257160783773
TXN_821,999.0,203,2026-09-01,450.0,Credit Card,0,0.028358257160783773
TXN_828,104.0,201,2026-09-02,15000.0,Bank Transfer,0,0.0
TXN_831,101.0,201,2026-09-01,120.5,PayPal,0,0.04000547807747634
TXN_832,999.0,204,2026-09-02,120.5,Bank Transfer,0,0.04000547807747634
TXN_842,999.0,204,2026-09-01,15000.0,Bank Transfer,0,0.0
TXN_844,103.0,203,2026-09-02,450.0,Credit Card,0,0.028358257160783773
TXN_847,999.0,204,2026-09-02,120.5,Unknown,0,0.04000547807747634
TXN_851,101.0,201,2026-09-01,120.5,PayPal,0,0.04000547807747634
TXN_853,102.0,202,2026-09-02,15000.0,Credit Card,0,0.0
TXN_855,103.0,204,2026-09-01,450.0,Unknown,0,0.028358257160783773
TXN_856,101.0,203,2026-09-02,15000.0,Credit Card,0,0.0
TXN_857,103.0,203,2026-09-02,120.5,Credit Card,0,0.04000547807747634
TXN_860,102.0,201,2026-09-02,15000.0,Unknown,0,0.0
TXN_867,999.0,201,2026-09-02,120.5,PayPal,0,0.04000547807747634
TXN_869,104.0,204,2026-09-02,450.0,Bank Transfer,0,0.028358257160783773
TXN_877,999.0,204,2026-09-02,15000.0,Credit Card,0,0.0
TXN_882,105.0,202,2026-09-02,15000.0,Credit Card,0,0.0
TXN_887,105.0,204,2026-09-02,450.0,PayPal,0,0.028358257160783773
TXN_910,102.0,203,2026-09-01,120.5,Unknown,0,0.04000547807747634
TXN_913,999.0,204,2026-09-01,15000.0,Credit Card,0,0.0
TXN_917,101.0,203,2026-09-02,120.5,PayPal,0,0.04000547807747634
TXN_920,104.0,204,2026-09-02,450.0,Credit Card,0,0.028358257160783773
TXN_923,105.0,201,2026-09-02,450.0,Credit Card,0,0.028358257160783773
TXN_925,104.0,201,2026-09-02,120.5,Bank Transfer,0,0.04000547807747634
TXN_929,999.0,204,2026-09-02,450.0,Credit Card,0,0.028358257160783773
TXN_932,103.0,204,2026-09-01,120.5,PayPal,0,0.04000547807747634
TXN_933,104.0,204,2026-09-01,15000.0,Bank Transfer,0,0.0
TXN_944,105.0,202,2026-09-02,15000.0,Bank Transfer,0,0.0
TXN_950,104.0,203,2026-09-01,120.5,PayPal,0,0.04000547807747634
TXN_957,105.0,204,2026-09-02,450.0,Credit Card,0,0.028358257160783773
TXN_958,105.0,203,2026-09-01,15000.0,Credit Card,0,0.0
TXN_963,102.0,202,2026-09-02,120.5,Unknown,0,0.04000547807747634
TXN_966,104.0,203,2026-09-02,120.5,Bank Transfer,0,0.04000547807747634
TXN_969,102.0,202,2026-09-02,15000.0,Bank Transfer,0,0.0
TXN_971,101.0,202,2026-09-02,120.5,Credit Card,0,0.04000547807747634
TXN_980,999.0,201,2026-09-01,120.5,PayPal,0,0.04000547807747634
TXN_981,102.0,203,2026-09-02,450.0,Bank Transfer,0,0.028358257160783773
TXN_982,101.0,204,2026-09-01,15000.0,PayPal,0,0.0
TXN_989,101.0,201,2026-09-02,15000.0,Unknown,0,0.0
TXN_990,999.0,203,2026-09-02,120.5,PayPal,0,0.04000547807747634
TXN_993,101.0,203,2026-09-02,450.0,Unknown,0,0.028358257160783773
